experimento,fitness
GWO V3-STD_LOG,51.0
GWO V3-STD_LOG,54.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,52.0
GWO V3-STD_LOG,52.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,51.0
GWO V3-STD_LOG,52.0
GWO V3-STD_LOG,54.0
GWO V3-STD_LOG,54.0
GWO V3-STD_LOG,55.0
GWO V3-STD_LOG,54.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,55.0
GWO V3-STD_LOG,54.0
GWO V3-STD_LOG,51.0
GWO V3-STD_LOG,51.0
GWO V3-STD_LOG,53.0
GWO V3-STD_LOG,54.0
GWO V3-STD_LOG,54.0
GWO V3-STD_PIECE,44.0
GWO V3-STD_PIECE,41.0
GWO V3-STD_PIECE,44.0
GWO V3-STD_PIECE,44.0
GWO V3-STD_PIECE,42.0
GWO V3-STD_PIECE,44.0
GWO V3-STD_PIECE,40.0
GWO V3-STD_PIECE,41.0
GWO V3-STD_PIECE,44.0
GWO V3-STD_PIECE,41.0
GWO V3-STD_PIECE,42.0
GWO V3-STD_PIECE,39.0
GWO V3-STD_PIECE,40.0
GWO V3-STD_PIECE,40.0
GWO V3-STD_PIECE,40.0
GWO V3-STD_PIECE,40.0
GWO V3-STD_PIECE,41.0
GWO V3-STD_PIECE,42.0
GWO V3-STD_PIECE,42.0
GWO V3-STD_PIECE,41.0
GWO V3-STD_PIECE,41.0
GWO V3-STD_PIECE,42.0
GWO V3-STD_PIECE,41.0
GWO V3-STD_PIECE,40.0
GWO V3-STD_PIECE,42.0
GWO V3-STD_PIECE,42.0
GWO V3-STD_PIECE,43.0
GWO V3-STD_PIECE,42.0
GWO V3-STD_PIECE,44.0
GWO V3-STD_PIECE,43.0
GWO V3-STD_PIECE,41.0
GWO V3-STD_SINE,58.0
GWO V3-STD_SINE,59.0
GWO V3-STD_SINE,57.0
GWO V3-STD_SINE,59.0
GWO V3-STD_SINE,60.0
GWO V3-STD_SINE,60.0
GWO V3-STD_SINE,59.0
GWO V3-STD_SINE,56.0
GWO V3-STD_SINE,59.0
GWO V3-STD_SINE,53.0
GWO V3-STD_SINE,55.0
GWO V3-STD_SINE,55.0
GWO V3-STD_SINE,57.0
GWO V3-STD_SINE,56.0
GWO V3-STD_SINE,60.0
GWO V3-STD_SINE,57.0
GWO V3-STD_SINE,57.0
GWO V3-STD_SINE,57.0
GWO V3-STD_SINE,54.0
GWO V3-STD_SINE,58.0
GWO V3-STD_SINE,56.0
GWO V3-STD_SINE,57.0
GWO V3-STD_SINE,59.0
GWO V3-STD_SINE,58.0
GWO V3-STD_SINE,57.0
GWO V3-STD_SINE,58.0
GWO V3-STD_SINE,59.0
GWO V3-STD_SINE,54.0
GWO V3-STD_SINE,59.0
GWO V3-STD_SINE,58.0
GWO V3-STD_SINE,57.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,38.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,40.0
GWO V3-STD_SINGER,39.0
GWO V3-STD_SINGER,40.0
